bookID,title,average_rating,isbn,isbn13,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher,Author,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9595,Slapstick  or Lonesome No More!,3.87,385334230,9.78039E+12,eng,288,31084,1062,5/11/1999,Dial Press,Kurt Vonnegut Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9599,Like Shaking Hands with God: A Conversation About Writing,3.72,743410580,9.78074E+12,en-US,80,866,52,12/1/2000,Washington Square Press,Kurt Vonnegut Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9602,Palm Sunday: An Autobiographical Collage,3.77,385334265,9.78039E+12,eng,300,5135,192,5/11/1999,Dial Press,Kurt Vonnegut Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9603,Sun  Moon  Star,3.78,60263199,9.78006E+12,eng,62,420,40,1/1/1980,HarperCollins Publishers,Kurt Vonnegut Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9605,Cat's Cradle/God Bless You Mr. Rosewater/Breakfast of Champions,4.36,051712436X,9.78052E+12,eng,527,914,8,5/28/1995,Wings Books,Kurt Vonnegut Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9619,Bradbury Stories: 100 of His Most Celebrated Tales,4.41,60544880,9.78006E+12,eng,912,5161,184,4/5/2005,William Morrow Paperbacks,Ray Bradbury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9620,Farewell Summer (Green Town  #3),3.72,61131547,9.78006E+12,eng,211,3405,338,10/17/2006,William Morrow,Ray Bradbury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9622,Classic Stories 1: The Golden Apples of the Sun/R is for Rocket,4.21,553286374,9.78055E+12,eng,348,847,60,4/7/1990,Bantam Books,Ray Bradbury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9623,Dandelion Wine,4.09,380977265,9.78038E+12,en-US,267,676,119,2/1/1999,William Morrow,Ray Bradbury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9626,The Homecoming,4.08,60859628,9.78006E+12,en-US,56,806,98,8/30/2006,Collins Design,Ray Bradbury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9629,Zen in the Art of Writing: Essays on Creativity,4.1,1877741094,9.78188E+12,en-US,176,909,135,8/1/1993,Joshua Odell Editions,Ray Bradbury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9632,Switch on the Night,4.13,553112449,9.78055E+12,en-US,40,198,12,9/14/2004,Dragonfly Books,Ray Bradbury,Diane Dillon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9633,The Best of Ray Bradbury,4.07,743474767,9.78074E+12,eng,162,308,28,6/21/2012,iBooks,Ray Bradbury,Richard Corben,Mike Mignola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9635,The Bradbury Chronicles: The Life of Ray Bradbury,4.24,60545844,9.78006E+12,en-US,384,372,45,2/21/2006,Harper Perennial,Sam Weller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9638,The Cat's Pajamas,3.73,60777338,9.78006E+12,eng,234,1370,122,7/26/2005,William Morrow Paperbacks,Ray Bradbury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9639,Essays,4.33,375415033,9.78038E+12,eng,1369,607,48,10/15/2002,Everyman's Library Classics,George Orwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9644,Why I Write,4.03,143036351,9.78014E+12,eng,120,6389,541,9/6/2005,Penguin Books,George Orwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9646,Homage to Catalonia,4.14,156421178,9.78016E+12,eng,232,30358,1629,10/22/1980,Harcourt  Inc.(Harvest Book),George Orwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9648,Keep the Aspidistra Flying,3.88,141183721,9.78014E+12,eng,277,11970,688,10/26/2000,Penguin Books Ltd,George Orwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9652,The Orwell Reader: Fiction  Essays  and Reportage,4.38,156701766,9.78016E+12,eng,480,274,22,3/8/1961,Mariner Books,George Orwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9653,If on a Winter's Night a Traveler,4.05,679420258,9.78068E+12,eng,254,1444,180,6/1/1993,Everyman's Library,Italo Calvino,Peter Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9657,Parachutes & Kisses,3.46,1585425001,9.78159E+12,eng,405,577,26,8/3/2006,Tarcherperigee,Erica Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9659,Fear of Fifty: A Midlife Memoir,3.55,1585425249,9.78159E+12,eng,329,455,31,9/7/2006,Tarcherperigee,Erica Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9660,How to Save Your Own Life: An Isadora Wing Novel,3.6,1585424994,9.78159E+12,eng,313,1316,80,7/6/2006,Tarcherperigee,Erica Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9666,Any Woman's Blues,3.51,1585425494,9.78159E+12,eng,362,425,28,1/1/2007,Tarcherperigee,Erica Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9669,What Do Women Want?: Essays by Erica Jong,3.69,1585425540,9.78159E+12,eng,309,164,9,5/10/2007,Tarcherperigee,Erica Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9677,Fanny: Being the True History of the Adventures of Fanny Hackabout-Jones,3.79,393324354,9.78039E+12,eng,512,971,71,5/17/2003,W. W. Norton  Company,Erica Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9681,Serenissima aka Shylock's Daughter,3.29,440201047,9.78044E+12,eng,384,282,17,3/1/1988,Dell,Erica Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9696,Dogeaters,3.59,1559362154,9.78156E+12,eng,96,90,8,12/1/2002,Theatre Communications Group,Jessica Hagedorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9704,Crescent and Star: Turkey Between Two Worlds,3.84,374528667,9.78037E+12,eng,272,797,116,9/4/2002,Farrar  Straus and Giroux,Stephen Kinzer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9712,Love in the Time of Cholera,3.91,140003468X,9.7814E+12,eng,348,324487,13070,10/5/2003,Vintage International,Gabriel García Márquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9713,El amor en los tiempos del cólera,3.91,9500703203,9.7895E+12,spa,451,663,46,1/1/1992,Sudamericana,Gabriel García Márquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9714,Gabriel Garcia Marquez's Love in the Time of Cholera: A Reader's Guide,4.24,826414753,9.78083E+12,eng,188,1953,84,4/10/2003,Bloomsbury Academic,Thomas Fahy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9717,The Unbearable Lightness of Being,4.1,571224385,9.78057E+12,eng,320,248686,8251,10/27/2009,Harper Perennial,Milan Kundera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9723,Obasan,3.64,385468865,9.78039E+12,eng,320,5407,368,12/27/1993,Anchor Books,Joy Kogawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9735,Ender's Game Boxed Set: Ender's Game  Ender's Shadow  Shadow of the Hegemon,4.49,765344955,9.78077E+12,en-US,1296,1795,60,9/16/2002,Tor Books,Orson Scott Card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9739,Speaker for the Dead (Ender's Saga  #2),4.07,812532570,9.78081E+12,eng,432,317,31,2/15/1987,Tor Books,Orson Scott Card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9742,The Audacity of Hope: Thoughts on Reclaiming the American Dream,3.75,307237699,9.78031E+12,eng,375,127324,4496,10/17/2006,Crown,Barack Obama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9746,Mao: The Unknown Story,3.83,679746323,9.78068E+12,eng,801,8035,640,11/14/2006,Anchor Books,Jung Chang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9754,The Art of War,4.2,097607267X,9.78098E+12,eng,328,62,0,4/1/2005,El Paso Norte Press,Mao Zedong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9755,Oracle Bones: A Journey Between China's Past and Present,4.18,60826584,9.78006E+12,eng,512,5247,491,4/25/2006,Harper,Peter Hessler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9763,Wild Swans: Three Daughters of China,4.26,7176155,9.78001E+12,eng,666,1832,214,4/5/2004,Harper Perennial,Jung Chang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9767,The Wild Swans,3.67,446608475,9.78045E+12,eng,464,352,37,11/1/2001,Aspect,Peg Kerr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9784,Women in Love,3.67,486424588,9.78049E+12,eng,416,25059,702,1/15/2003,Dover Publications,D.H. Lawrence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9786,Women Who Love Too Much,4.02,99474123,9.7801E+12,eng,314,267,32,9/2/2004,Arrow,Robin Norwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9787,Men Who Hate Women and the Women Who Love Them: When Loving Hurts and You Don't Know Why,4.09,553381415,9.78055E+12,eng,304,1570,64,1/2/2002,Bantam,Susan Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9789,A Walk in the Woods: Rediscovering America on the Appalachian Trail,4.06,767902521,9.78077E+12,eng,284,4315,532,5/4/1999,Broadway Books,Bill Bryson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9791,A Walk in the Woods: Rediscovering America on the Appalachian Trail,4.06,307279464,9.78031E+12,eng,397,308840,14993,12/26/2006,Anchor Books,Bill Bryson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9796,A Walk in the Woods (Stickerific),3.5,736411038,9.78074E+12,eng,16,8,0,1/23/2001,Golden/Disney,Walt Disney Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9799,The Fortress of Solitude,3.88,571219357,9.78057E+12,eng,528,16714,1010,1/6/2005,Faber and Faber,Jonathan Lethem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9802,Fortress of Solitude / The Devil Genghis,3.99,1932806490,9.78193E+12,eng,128,95,11,12/1/2006,Nostalgia Ventures,Kenneth Robeson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9806,Our Ancestors: The Cloven Viscount  The Baron in the Trees  The Non-Existent Knight,4.27,330261568,9.78033E+12,eng,393,958,57,12/31/1980,Picador,Italo Calvino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9811,Difficult Loves,3.94,156260557,9.78016E+12,en-US,300,4084,205,9/23/1985,Mariner Books,Italo Calvino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9813,The Nonexistent Knight & The Cloven Viscount,4.03,156659751,9.78016E+12,en-US,272,4701,181,3/28/1977,Mariner Books,Italo Calvino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9815,The View from Castle Rock,3.68,1400042828,9.7814E+12,eng,349,3459,423,11/7/2006,Alfred A. Knopf,Alice Munro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9816,The View From Castle Rock,3.68,771065264,9.78077E+12,eng,368,53,12,11/19/2008,McClelland and Stewart,Alice Munro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9820,Crossing to Safety,4.16,037575931X,9.78038E+12,eng,368,31394,4262,4/9/2002,Modern Library,Wallace Stegner,T.H. Watkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9826,Oh Rats! The Story of Rats and People,3.77,525477624,9.78053E+12,eng,48,432,90,8/17/2006,Dutton Books for Young Readers,Albert Marrin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9827,King Rat (Asian Saga  #4),4.14,385333765,9.78039E+12,eng,368,28103,643,5/19/2009,Delta,James Clavell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9828,Rat Bastards: The Life and Times of South Boston's Most Honorable Irish Mobster,3.51,60837160,9.78006E+12,eng,304,34,3,3/14/2006,William Morrow,"John ""Red"" Shea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9831,Julius Knipl  Real Estate Photographer: The Beauty Supply District,4.35,375700986,9.78038E+12,eng,120,174,16,8/12/2003,Pantheon,Ben Katchor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9832,Blind Willow  Sleeping Woman: 24 Stories,3.84,1400102952,9.7814E+12,eng,0,28,3,10/15/2006,Tantor Media,Haruki Murakami,Patrick Lawlor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9833,Blind Willow  Sleeping Woman,3.84,1400044618,9.7814E+12,eng,333,22847,1280,8/29/2006,Alfred A. Knopf,Haruki Murakami,Jay Rubin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9838,The Bookseller of Kabul,3.77,316159417,9.78032E+12,en-US,288,34941,2473,10/26/2004,Little  Brown and Company,Åsne Seierstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9840,Jasmine and Stars: Reading More Than Lolita in Tehran,3.63,807831093,9.78081E+12,en-US,174,258,46,3/5/2007,University of North Carolina Press,Fatemeh Keshavarz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9841,Making Globalization Work,3.85,393061221,9.78039E+12,eng,384,1718,88,9/17/2006,W. W. Norton  Company,Joseph E. Stiglitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9844,Prep : A Novel,3.38,081297235X,9.78081E+12,eng,420,55304,4450,11/22/2005,Random House Trade Paperbacks,Curtis Sittenfeld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9862,Tan fuerte  tan cerca,3.98,8426415164,9.78843E+12,eng,457,47,1,9/30/2005,Lumen,Jonathan Safran Foer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9863,The Wizard of Oz,4,851703003,9.78085E+12,eng,69,749,54,5/27/1992,British Film Institute,Salman Rushdie,Melvyn Bragg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9864,The Ground Beneath Her Feet,3.79,312254997,9.78031E+12,eng,576,9445,476,3/16/2000,Picador,Salman Rushdie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9865,The Moor's Last Sigh,3.93,009959241X,9.7801E+12,eng,434,10414,445,7/4/1996,Vintage,Salman Rushdie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9866,Los Versos Satánicos,3.71,8497598369,9.7885E+12,spa,679,1,0,8/30/2003,Debolsillo,Salman Rushdie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9873,Dangling Man,3.54,140189351,9.78014E+12,eng,191,1718,103,10/1/1996,Penguin Classics,Saul Bellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9875,Grimus,3.41,812969995,9.78081E+12,eng,320,2560,150,9/30/2003,Random House Trade,Salman Rushdie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9888,Breakfast at Tiffany's,3.89,140274111,9.78014E+12,eng,157,2107,238,9/3/1998,Penguin Books,Truman Capote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9897,Jesus' Son,4.09,041377242X,9.78041E+12,eng,192,321,30,1/23/2007,Methuen Publishing,Denis Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9903,Angels,3.72,99440830,9.7801E+12,eng,209,4263,227,3/6/2003,Vintage,Denis Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9904,The Throne of the Third Heaven of the Nations Millennium General Assembly: Poems Collected and New,4.15,60926961,9.78006E+12,eng,225,562,33,1/1/1996,Harper Perennial,Denis Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9908,The Stars at Noon,3.58,60976101,9.78006E+12,eng,192,597,40,5/30/2000,Harper Perennial,Denis Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9912,The Rules of Attraction,3.68,067978148X,9.78068E+12,eng,283,35311,974,6/30/1998,Vintage Contemporaries,Bret Easton Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9913,Glamorama,3.46,375703845,9.78038E+12,eng,546,18181,669,3/21/2000,Vintage,Bret Easton Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9915,Less Than Zero,3.58,679781498,9.78068E+12,eng,208,55900,2543,6/9/2010,Vintage Books,Bret Easton Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9919,A Christmas Memory,4.24,375837892,9.78038E+12,eng,48,9982,849,10/10/2006,Knopf Books for Young Readers,Truman Capote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9920,In Cold Blood,4.07,375507906,9.78038E+12,eng,343,3266,332,3/5/2002,Modern Library,Truman Capote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9921,The Southern Haunting of Truman Capote,3.9,1581821360,9.78158E+12,eng,135,29,3,10/1/2000,Cumberland House Publishing,James C.    Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9922,Summer Crossing,3.44,812975936,9.78081E+12,eng,142,5274,428,9/28/2006,Modern Library,Truman Capote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9923,Answered Prayers,3.49,141185937,9.78014E+12,eng,192,102,17,10/25/2001,Penguin Classics,Truman Capote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9924,The Grass Harp  Including A Tree of Night and Other Stories,4.01,679745572,9.78068E+12,eng,272,4533,188,9/28/1993,Vintage,Truman Capote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9929,From Babylon to Timbuktu: A History of the Ancient Black Races Including the Black Hebrews,4.31,962088110,9.78096E+12,eng,151,406,30,8/25/2006,Windsor Golden Series,Rudolph R. Windsor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9931,Cruelest Journey: Six Hundred Miles To Timbuktu,3.93,792274571,9.78079E+12,eng,320,542,65,11/1/2004,National Geographic Society,Kira Salak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9936,Between Time and Timbuktu or Prometheus-5,3.46,385280793,9.78039E+12,eng,304,727,23,7/15/1972,Delta,Kurt Vonnegut Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9950,Murder in Amsterdam: The Death of Theo van Gogh and the Limits of Tolerance,3.72,1594201080,9.78159E+12,eng,288,996,98,9/7/2006,Penguin Press HC  The,Ian Buruma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9957,The Cement Garden,3.54,99468387,9.7801E+12,eng,144,18376,1022,8/5/2004,Vintage,Ian McEwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9961,Atonement,3.9,99429799,9.7801E+12,eng,372,4844,506,5/2/2002,Vintage,Ian McEwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9974,Gertrud The Great Of Helfta: Spiritual Exercises,3.43,879074493,9.78088E+12,eng,165,7,1,11/1/1989,Cistercian Publications,Gertrude the Great,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9975,Gertrud,3.85,3518373900,9.78352E+12,ger,180,134,5,1/1/1983,Suhrkamp,Hermann Hesse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9981,Der Prozess,3.98,805232117,9.78081E+12,ger,0,2,0,5/5/1988,Schocken,Franz Kafka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9987,Naokos Lächeln,4.03,3442730503,9.78344E+12,ger,416,1254,63,2/1/2003,btb,Haruki Murakami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9997,The Ruined Map,3.55,375726527,9.78038E+12,eng,304,1398,105,12/4/2001,Vintage,Kōbō Abe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000,The Face of Another,3.78,375726535,9.78038E+12,eng,238,2584,153,2/4/2003,Vintage,Kōbō Abe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10002,Three Plays: Involuntary Homicide / The Green Stockings / The Ghost is Here,3.91,231082819,9.78023E+12,eng,233,83,4,3/1/1997,Columbia University Press,Kōbō Abe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10004,Secret Rendezvous,3.61,375726543,9.78038E+12,eng,192,989,82,7/9/2002,Vintage,Kōbō Abe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10006,Oracle Night,3.78,965913228,9.78097E+12,eng,245,9941,462,12/2/2003,Henry Holt,Paul Auster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10008,Eleanor Rigby,3.65,1582346437,9.78158E+12,eng,272,8517,372,5/30/2006,Bloomsbury USA,Douglas Coupland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10009,Homo Faber,3.74,156421356,9.78016E+12,eng,228,12491,267,5/1/1994,Mariner Books,Max Frisch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10013,Erläuterungen Zu Max Frisch  Homo Faber,3.6,3804417833,9.7838E+12,ger,104,4,0,5/11/2002,C. Bange,Bernd Matzkowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10023,Homo faber: Ein Bericht.,3.74,3458340440,9.78346E+12,ger,298,37,5,1/1/1995,Insel,Max Frisch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10029,The Philosophy of Jean-Paul Sartre,3.89,1400076323,9.7814E+12,eng,512,190,8,5/27/2003,Vintage,Jean-Paul Sartre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10033,Being and Nothingness,3.96,415278481,9.78042E+12,eng,688,23344,267,8/28/2003,Routledge,Jean-Paul Sartre,Mary Warnock,Richard Eyre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10034,The Age of Reason,3.98,679738959,9.78068E+12,eng,408,9477,313,7/7/1992,Vintage International,Jean-Paul Sartre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10040,Die Entdeckung der Langsamkeit,3.95,3492207006,9.78349E+12,ger,358,1806,27,3/28/1999,Piper Verlag,Sten Nadolny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10050,Youth in Revolt: The Journals of Nick Twisp,4.02,385481969,9.78039E+12,eng,512,8257,793,1/1/2001,Broadway Books,C.D. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10055,And I Don't Want to Live This Life: A Mother's Story of Her Daughter's Murder,4.1,449911411,9.78045E+12,eng,408,4746,298,9/29/1996,Ballantine Books,Deborah Spungen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10057,Sid and Nancy: Love Kills,3.48,571145450,9.78057E+12,eng,143,140,5,12/31/1986,Faber & Faber,Alex Cox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10058,Flags of Our Fathers,4.19,553384155,9.78055E+12,eng,382,45954,1297,8/29/2006,Bantam,James D. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10061,Flags of Our Fathers: A Young People's Edition,4.17,440229200,9.78044E+12,eng,224,255,28,8/1/2006,Laurel Leaf Library,Michael R. French,James D. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10073,A Long Way Down,3.42,1594481938,9.78159E+12,eng,368,65202,3943,5/2/2006,Riverhead Books,Nick Hornby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
